Application_Number,API,STAV,smazat
2019-317,PT/2019-317,Zaniklý dokument,NULL
2019-337,PT/2019-337,Zaniklý dokument,NULL
2019-350,PT/2019-350,Negativně ukončený po zveřejněnĂ­,NULL
2019-353,PT/2019-353,Zveřejněná přihláška,NULL
2019-356,PT/2019-356,Platný dokument,NULL
2019-35809,PUV/35809,Platný dokument,NULL
2019-35812,PUV/35812,Zaniklý dokument,NULL
2019-35813,PUV/35813,Zaniklý dokument,NULL
2019-35814,PUV/35814,Zaniklý dokument,NULL
2019-35815,PUV/35815,Zaniklý dokument,NULL
2019-35822,PUV/35822,Zaniklý dokument,NULL
2019-35824,PUV/35824,Platný dokument,NULL
2019-35833,PUV/35833,Zaniklý dokument,NULL
2019-35835,PUV/35835,Zaniklý dokument,NULL
2019-35842,PUV/35842,Zaniklý dokument,NULL
2019-35845,PUV/35845,Zaniklý dokument,NULL
2019-35863,PUV/35863,Zaniklý dokument,NULL
2019-35871,PUV/35871,Platný dokument,NULL
2019-35872,PUV/35872,Zaniklý dokument,NULL
2019-35880,PUV/35880,Platný dokument,NULL
2019-35910,PUV/35910,Zaniklý dokument,NULL
2019-35923,PUV/35923,Platný dokument,NULL
2019-35926,PUV/35926,Zaniklý dokument,NULL
2019-35927,PUV/35927,Zaniklý dokument,NULL
2019-35934,PUV/35934,Zaniklý dokument,NULL
2019-35937,PUV/35937,Zaniklý dokument,NULL
2019-35950,PUV/35950,Zaniklý dokument,NULL
2019-35951,PUV/35951,Zaniklý dokument,NULL
2019-35953,PUV/35953,Zaniklý dokument,NULL
2019-35960,PUV/35960,Zaniklý dokument,NULL
2019-35961,PUV/35961,Platný dokument,NULL
2019-35966,PUV/35966,Zaniklý dokument,NULL
2019-35968,PUV/35968,Zaniklý dokument,NULL
2019-35973,PUV/35973,Zaniklý dokument,NULL
2019-35978,PUV/35978,Platný dokument,NULL
2019-35987,PUV/35987,Zaniklý dokument,NULL
2019-36002,PUV/36002,Zaniklý dokument,NULL
2019-36004,PUV/36004,Platný dokument,NULL
2019-36005,PUV/36005,Zaniklý dokument,NULL
2019-36010,PUV/36010,Zaniklý dokument,NULL
2019-36011,PUV/36011,Platný dokument,NULL
2019-36012,PUV/36012,Platný dokument,NULL
2019-36016,PUV/36016,Zaniklý dokument,NULL
2019-36021,PUV/36021,Zaniklý dokument,NULL
2019-36038,PUV/36038,Platný dokument,NULL
2019-36042,PUV/36042,Zaniklý dokument,NULL
2019-36045,PUV/36045,Platný dokument,NULL
2019-36046,PUV/36046,Zaniklý dokument,NULL
2019-36048,PUV/36048,Platný dokument,NULL
2019-36049,PUV/36049,Platný dokument,NULL
2019-36050,PUV/36050,Platný dokument,NULL
2019-36052,PUV/36052,Zaniklý dokument,NULL
2019-36054,PUV/36054,Zaniklý dokument,NULL
2019-36055,PUV/36055,Zaniklý dokument,NULL
2019-36059,PUV/36059,Zaniklý dokument,NULL
2019-36060,PUV/36060,Zaniklý dokument,NULL
2019-36072,PUV/36072,Platný dokument,NULL
2019-36079,PUV/36079,Zaniklý dokument,NULL
2019-36080,PUV/36080,Platný dokument,NULL
2019-36089,PUV/36089,Zaniklý dokument,NULL
2019-36091,PUV/36091,Zaniklý dokument,NULL
2019-36092,PUV/36092,Zaniklý dokument,NULL
2019-36093,PUV/36093,Zaniklý dokument,NULL
2019-36104,PUV/36104,Zaniklý dokument,NULL
2019-36108,PUV/36108,Platný dokument,NULL
2019-36109,PUV/36109,Platný dokument,NULL
2019-36116,PUV/36116,Platný dokument,NULL
2019-36130,PUV/36130,Platný dokument,NULL
2019-36135,PUV/36135,Platný dokument,NULL
2019-36136,PUV/36136,Platný dokument,NULL
2019-36138,PUV/36138,Zaniklý dokument,NULL
2019-36139,PUV/36139,Platný dokument,NULL
2019-36140,PUV/36140,Platný dokument,NULL
2019-36145,PUV/36145,Platný dokument,NULL
2019-36146,PUV/36146,Platný dokument,NULL
2019-36147,PUV/36147,Zaniklý dokument,NULL
2019-36148,PUV/36148,Zaniklý dokument,NULL
2019-36152,PUV/36152,Platný dokument,NULL
2019-36153,PUV/36153,Zaniklý dokument,NULL
2019-36158,PUV/36158,Platný dokument,NULL
2019-36159,PUV/36159,Zaniklý dokument,NULL
2019-36160,PUV/36160,Zaniklý dokument,NULL
2019-36161,PUV/36161,Zaniklý dokument,NULL
2019-36168,PUV/36168,Zaniklý dokument,NULL
2019-36181,PUV/36181,Zaniklý dokument,NULL
2019-36183,PUV/36183,Zaniklý dokument,NULL
2019-36190,PUV/36190,Platný dokument,NULL
2019-36191,PUV/36191,Zaniklý dokument,NULL
2019-36192,PUV/36192,Zaniklý dokument,NULL
2019-36193,PUV/36193,Zaniklý dokument,NULL
2019-361,PT/2019-361,Platný dokument,NULL
2019-36206,PUV/36206,Zaniklý dokument,NULL
2019-36209,PUV/36209,Platný dokument,NULL
2019-36217,PUV/36217,Zaniklý dokument,NULL
2019-36222,PUV/36222,Zaniklý dokument,NULL
2019-36223,PUV/36223,Zaniklý dokument,NULL
2019-36225,PUV/36225,Zaniklý dokument,NULL
2019-36227,PUV/36227,Platný dokument,NULL
2019-36242,PUV/36242,Zaniklý dokument,NULL
2019-36243,PUV/36243,Platný dokument,NULL
2019-36251,PUV/36251,Platný dokument,NULL
2019-36253,PUV/36253,Platný dokument,NULL
2019-36268,PUV/36268,Platný dokument,NULL
2019-36278,PUV/36278,Zaniklý dokument,NULL
2019-36294,PUV/36294,Zaniklý dokument,NULL
2019-36295,PUV/36295,Zaniklý dokument,NULL
2019-36296,PUV/36296,Zaniklý dokument,NULL
2019-36297,PUV/36297,Zaniklý dokument,NULL
2019-36306,PUV/36306,Platný dokument,NULL
2019-36310,PUV/36310,Zaniklý dokument,NULL
2019-36312,PUV/36312,Zaniklý dokument,NULL
2019-36315,PUV/36315,Platný dokument,NULL
2019-36316,PUV/36316,Platný dokument,NULL
2019-36317,PUV/36317,Zaniklý dokument,NULL
2019-36323,PUV/36323,Platný dokument,NULL
2019-36328,PUV/36328,Zaniklý dokument,NULL
2019-36331,PUV/36331,Zaniklý dokument,NULL
2019-36332,PUV/36332,Platný dokument,NULL
2019-36333,PUV/36333,Platný dokument,NULL
2019-36345,PUV/36345,Zaniklý dokument,NULL
2019-36346,PUV/36346,Platný dokument,NULL
2019-36349,PUV/36349,Platný dokument,NULL
2019-36357,PUV/36357,Platný dokument,NULL
2019-36358,PUV/36358,Zaniklý dokument,NULL
2019-36359,PUV/36359,Zaniklý dokument,NULL
2019-36367,PUV/36367,Zaniklý dokument,NULL
2019-36369,PUV/36369,Platný dokument,NULL
2019-36372,PUV/36372,Platný dokument,NULL
2019-36374,PUV/36374,Platný dokument,NULL
2019-36376,PUV/36376,Platný dokument,NULL
2019-36379,PUV/36379,Platný dokument,NULL
2019-36389,PUV/36389,Zaniklý dokument,NULL
2019-36401,PUV/36401,Platný dokument,NULL
2019-36408,PUV/36408,Zaniklý dokument,NULL
2019-36414,PUV/36414,Zaniklý dokument,NULL
2019-36415,PUV/36415,Zaniklý dokument,NULL
2019-36416,PUV/36416,Zaniklý dokument,NULL
2019-36417,PUV/36417,Platný dokument,NULL
2019-36419,PUV/36419,Zaniklý dokument,NULL
2019-36420,PUV/36420,Platný dokument,NULL
2019-36422,PUV/36422,Zaniklý dokument,NULL
2019-36429,PUV/36429,Zaniklý dokument,NULL
2019-36430,PUV/36430,Platný dokument,NULL
2019-36440,PUV/36440,Platný dokument,NULL
2019-36449,PUV/36449,Zaniklý dokument,NULL
2019-36450,PUV/36450,Platný dokument,NULL
2019-36451,PUV/36451,Zaniklý dokument,NULL
2019-36452,PUV/36452,Zaniklý dokument,NULL
2019-36456,PUV/36456,Zaniklý dokument,NULL
2019-36457,PUV/36457,Zaniklý dokument,NULL
2019-36458,PUV/36458,Zaniklý dokument,NULL
2019-36460,PUV/36460,Zaniklý dokument,NULL
2019-36464,PUV/36464,Zaniklý dokument,NULL
2019-36473,PUV/36473,Platný dokument,NULL
2019-36478,PUV/36478,Platný dokument,NULL
2019-36482,PUV/36482,Zaniklý dokument,NULL
2019-36500,PUV/36500,Platný dokument,NULL
2019-36505,PUV/36505,Zaniklý dokument,NULL
2019-36506,PUV/36506,Zaniklý dokument,NULL
2019-36507,PUV/36507,Zaniklý dokument,NULL
2019-36514,PUV/36514,Zaniklý dokument,NULL
2019-36515,PUV/36515,Platný dokument,NULL
2019-36517,PUV/36517,Zaniklý dokument,NULL
2019-36518,PUV/36518,Platný dokument,NULL
2019-36520,PUV/36520,Zaniklý dokument,NULL
2019-36526,PUV/36526,Platný dokument,NULL
2019-36530,PUV/36530,Zaniklý dokument,NULL
2019-36536,PUV/36536,Zaniklý dokument,NULL
2019-36544,PUV/36544,Zaniklý dokument,NULL
2019-36545,PUV/36545,Zaniklý dokument,NULL
2019-36549,PUV/36549,Platný dokument,NULL
2019-36551,PUV/36551,Zaniklý dokument,NULL
2019-36553,PUV/36553,Zaniklý dokument,NULL
2019-36559,PUV/36559,Zaniklý dokument,NULL
2019-36564,PUV/36564,Platný dokument,NULL
2019-36572,PUV/36572,Zaniklý dokument,NULL
2019-36581,PUV/36581,Zaniklý dokument,NULL
2019-36584,PUV/36584,Platný dokument,NULL
2019-36585,PUV/36585,Platný dokument,NULL
2019-36595,PUV/36595,Zaniklý dokument,NULL
2019-36596,PUV/36596,Platný dokument,NULL
2019-36605,PUV/36605,Zaniklý dokument,NULL
2019-36608,PUV/36608,Zaniklý dokument,NULL
2019-36609,PUV/36609,Platný dokument,NULL
2019-36620,PUV/36620,Zaniklý dokument,NULL
2019-36625,PUV/36625,Platný dokument,NULL
2019-36630,PUV/36630,Zaniklý dokument,NULL
2019-36634,PUV/36634,Zaniklý dokument,NULL
2019-36638,PUV/36638,Zaniklý dokument,NULL
2019-36643,PUV/36643,Zaniklý dokument,NULL
2019-36645,PUV/36645,Platný dokument,NULL
2019-36656,PUV/36656,Zaniklý dokument,NULL
2019-36657,PUV/36657,Zaniklý dokument,NULL
2019-36658,PUV/36658,Platný dokument,NULL
2019-36659,PUV/36659,Platný dokument,NULL
2019-36660,PUV/36660,Platný dokument,NULL
2019-36661,PUV/36661,Zaniklý dokument,NULL
2019-36662,PUV/36662,Platný dokument,NULL
2019-36663,PUV/36663,Platný dokument,NULL
2019-36664,PUV/36664,Platný dokument,NULL
2019-36665,PUV/36665,Platný dokument,NULL
2019-36671,PUV/36671,Zaniklý dokument,NULL
2019-36674,PUV/36674,Platný dokument,NULL
2019-36675,PUV/36675,Zaniklý dokument,NULL
2019-36679,PUV/36679,Zaniklý dokument,NULL
2019-36681,PUV/36681,Zaniklý dokument,NULL
2019-36682,PUV/36682,Zaniklý dokument,NULL
2019-36684,PUV/36684,Zaniklý dokument,NULL
2019-36685,PUV/36685,Zaniklý dokument,NULL
2019-36686,PUV/36686,Zaniklý dokument,NULL
2019-36687,PUV/36687,Zaniklý dokument,NULL
2019-36688,PUV/36688,Zaniklý dokument,NULL
2019-36698,PUV/36698,Zaniklý dokument,NULL
2019-36699,PUV/36699,Zaniklý dokument,NULL
2019-366,PT/2019-366,Platný dokument,NULL
2019-36706,PUV/36706,Zaniklý dokument,NULL
2019-36712,PUV/36712,Zaniklý dokument,NULL
2019-36715,PUV/36715,Zaniklý dokument,NULL
2019-36721,PUV/36721,Zaniklý dokument,NULL
2019-36722,PUV/36722,Zaniklý dokument,NULL
2019-36723,PUV/36723,Platný dokument,NULL
2019-36725,PUV/36725,Platný dokument,NULL
2019-36738,PUV/36738,Platný dokument,NULL
2019-36740,PUV/36740,Platný dokument,NULL
2019-36743,PUV/36743,Zaniklý dokument,NULL
2019-36751,PUV/36751,Zaniklý dokument,NULL
2019-36752,PUV/36752,Zaniklý dokument,NULL
2019-36753,PUV/36753,Platný dokument,NULL
2019-36756,PUV/36756,Platný dokument,NULL
2019-36758,PUV/36758,Platný dokument,NULL
2019-36759,PUV/36759,Zaniklý dokument,NULL
2019-36763,PUV/36763,Platný dokument,NULL
2019-36770,PUV/36770,Zaniklý dokument,NULL
2019-36771,PUV/36771,Zaniklý dokument,NULL
2019-36772,PUV/36772,Zaniklý dokument,NULL
2019-36776,PUV/36776,Platný dokument,NULL
2019-36777,PUV/36777,Zaniklý dokument,NULL
2019-36778,PUV/36778,Zaniklý dokument,NULL
2019-36779,PUV/36779,Zaniklý dokument,NULL
2019-36780,PUV/36780,Zaniklý dokument,NULL
2019-36787,PUV/36787,Zaniklý dokument,NULL
2019-36788,PUV/36788,Zaniklý dokument,NULL
2019-36792,PUV/36792,Platný dokument,NULL
2019-36799,PUV/36799,Zaniklý dokument,NULL
2019-36800,PUV/36800,Zaniklý dokument,NULL
2019-36803,PUV/36803,Platný dokument,NULL
2019-36806,PUV/36806,Zaniklý dokument,NULL
2019-36807,PUV/36807,Zaniklý dokument,NULL
2019-36814,PUV/36814,Zaniklý dokument,NULL
2019-36815,PUV/36815,Zaniklý dokument,NULL
2019-36822,PUV/36822,Zaniklý dokument,NULL
2019-36824,PUV/36824,Zaniklý dokument,NULL
2019-36826,PUV/36826,Zaniklý dokument,NULL
2019-36831,PUV/36831,Zaniklý dokument,NULL
2019-36832,PUV/36832,Zaniklý dokument,NULL
2019-36838,PUV/36838,Zaniklý dokument,NULL
2019-36839,PUV/36839,Zaniklý dokument,NULL
2019-36846,PUV/36846,Platný dokument,NULL
2019-36852,PUV/36852,Platný dokument,NULL
2019-36857,PUV/36857,Zaniklý dokument,NULL
2019-36860,PUV/36860,Zaniklý dokument,NULL
2019-36863,PUV/36863,Zaniklý dokument,NULL
2019-36883,PUV/36883,Zaniklý dokument,NULL
2019-36893,PUV/36893,Zaniklý dokument,NULL
2019-36895,PUV/36895,Platný dokument,NULL
2019-36903,PUV/36903,Platný dokument,NULL
2019-36904,PUV/36904,Platný dokument,NULL
2019-36920,PUV/36920,Zaniklý dokument,NULL
2019-36921,PUV/36921,Zaniklý dokument,NULL
2019-36922,PUV/36922,Zaniklý dokument,NULL
2019-36925,PUV/36925,Zaniklý dokument,NULL
2019-36932,PUV/36932,Platný dokument,NULL
2019-36933,PUV/36933,Zaniklý dokument,NULL
2019-36941,PUV/36941,Platný dokument,NULL
2019-36947,PUV/36947,Zaniklý dokument,NULL
2019-36949,PUV/36949,Zaniklý dokument,NULL
2019-36953,PUV/36953,Platný dokument,NULL
2019-36957,PUV/36957,Zaniklý dokument,NULL
2019-36964,PUV/36964,Zaniklý dokument,NULL
2019-36966,PUV/36966,Zaniklý dokument,NULL
2019-36974,PUV/36974,Zaniklý dokument,NULL
2019-36976,PUV/36976,Platný dokument,NULL
2019-36977,PUV/36977,Zaniklý dokument,NULL
2019-36984,PUV/36984,Platný dokument,NULL
2019-36985,PUV/36985,Platný dokument,NULL
2019-36987,PUV/36987,Zaniklý dokument,NULL
2019-36988,PUV/36988,Zaniklý dokument,NULL
2019-36989,PUV/36989,Zaniklý dokument,NULL
2019-36991,PUV/36991,Platný dokument,NULL
2019-36996,PUV/36996,Platný dokument,NULL
2019-36,PT/2019-36,Zaniklý dokument,NULL
2019-37002,PUV/37002,Platný dokument,NULL
2019-37003,PUV/37003,Platný dokument,NULL
2019-37004,PUV/37004,Platný dokument,NULL
2019-37005,PUV/37005,Zaniklý dokument,NULL
2019-37007,PUV/37007,Zaniklý dokument,NULL
2019-37008,PUV/37008,Zaniklý dokument,NULL
2019-37010,PUV/37010,Zaniklý dokument,NULL
2019-37012,PUV/37012,Zaniklý dokument,NULL
2019-37020,PUV/37020,Platný dokument,NULL
2019-37021,PUV/37021,Platný dokument,NULL
2019-37022,PUV/37022,Platný dokument,NULL
2019-37023,PUV/37023,Platný dokument,NULL
2019-37025,PUV/37025,Zaniklý dokument,NULL
2019-37026,PUV/37026,Zaniklý dokument,NULL
2019-37031,PUV/37031,Platný dokument,NULL
2019-37032,PUV/37032,Zaniklý dokument,NULL
2019-37036,PUV/37036,Platný dokument,NULL
2019-37037,PUV/37037,Platný dokument,NULL
2019-37038,PUV/37038,Zaniklý dokument,NULL
2019-37042,PUV/37042,Zaniklý dokument,NULL
2019-37043,PUV/37043,Zaniklý dokument,NULL
2019-37049,PUV/37049,Zaniklý dokument,NULL
2019-37051,PUV/37051,Zaniklý dokument,NULL
2019-37054,PUV/37054,Zaniklý dokument,NULL
2019-37055,PUV/37055,Zaniklý dokument,NULL
2019-37056,PUV/37056,Platný dokument,NULL
2019-37057,PUV/37057,Platný dokument,NULL
2019-37059,PUV/37059,Zaniklý dokument,NULL
2019-37061,PUV/37061,Platný dokument,NULL
2019-37064,PUV/37064,Zaniklý dokument,NULL
2019-37066,PUV/37066,Platný dokument,NULL
2019-37067,PUV/37067,Zaniklý dokument,NULL
2019-37068,PUV/37068,Zaniklý dokument,NULL
2019-37071,PUV/37071,Zaniklý dokument,NULL
2019-37073,PUV/37073,Zaniklý dokument,NULL
2019-37074,PUV/37074,Platný dokument,NULL
2019-37075,PUV/37075,Platný dokument,NULL
2019-37076,PUV/37076,Platný dokument,NULL
2019-37078,PUV/37078,Zaniklý dokument,NULL
2019-37080,PUV/37080,Platný dokument,NULL
2019-37083,PUV/37083,Platný dokument,NULL
2019-37084,PUV/37084,Platný dokument,NULL
2019-37090,PUV/37090,Platný dokument,NULL
2019-37092,PUV/37092,Zaniklý dokument,NULL
2019-37093,PUV/37093,Platný dokument,NULL
2019-37097,PUV/37097,Platný dokument,NULL
2019-370,PT/2019-370,Platný dokument,NULL
2019-37100,PUV/37100,Platný dokument,NULL
2019-37101,PUV/37101,Zaniklý dokument,NULL
2019-37102,PUV/37102,Platný dokument,NULL
2019-37103,PUV/37103,Platný dokument,NULL
2019-387,PT/2019-387,Zaniklý dokument,NULL
2019-38,PT/2019-38,Platný dokument,NULL
2019-397,PT/2019-397,Platný dokument,NULL
2019-399,PT/2019-399,Platný dokument,NULL
2019-400,PT/2019-400,Platný dokument,NULL
2019-410,PT/2019-410,Negativně ukončený po zveřejněnĂ­,NULL
2019-411,PT/2019-411,Zaniklý dokument,NULL
2019-414,PT/2019-414,Platný dokument na poshovovací lhůtě,NULL
2019-416,PT/2019-416,Zaniklý dokument,NULL
2019-41,PT/2019-41,Zaniklý dokument,NULL
2019-434,PT/2019-434,Platný dokument,NULL
2019-435,PT/2019-435,Zaniklý dokument,NULL
2019-436,PT/2019-436,Platný dokument,NULL
2019-452,PT/2019-452,Platný dokument,NULL
2019-45,PT/2019-45,Platný dokument,NULL
2019-460,PT/2019-460,Negativně ukončený po zveřejněnĂ­,NULL
2019-469,PT/2019-469,Platný dokument,NULL
2019-474,PT/2019-474,Platný dokument na poshovovací lhůtě,NULL
2019-477,PT/2019-477,Platný dokument na poshovovací lhůtě,NULL
2019-489,PT/2019-489,Platný dokument,NULL
2019-494,PT/2019-494,Platný dokument na poshovovací lhůtě,NULL
2019-495,PT/2019-495,Zaniklý dokument,NULL
2019-496,PT/2019-496,Platný dokument,NULL
2019-497,PT/2019-497,Platný dokument,NULL
2019-500,PT/2019-500,Platný dokument,NULL
2019-513,PT/2019-513,Zaniklý dokument,NULL
2019-51,PT/2019-51,Platný dokument,NULL
2019-524,PT/2019-524,Zveřejněná přihláška,NULL
2019-525,PT/2019-525,Zaniklý dokument,NULL
2019-526,PT/2019-526,Zaniklý dokument,NULL
2019-536,PT/2019-536,Platný dokument,NULL
2019-537,PT/2019-537,Zaniklý dokument,NULL
2019-541,PT/2019-541,Zaniklý dokument,NULL
2019-542,PT/2019-542,Zaniklý dokument,NULL
2019-543,PT/2019-543,Zaniklý dokument,NULL
2019-550,PT/2019-550,Platný dokument,NULL
2019-551,PT/2019-551,Zveřejněná přihláška,NULL
2019-554,PT/2019-554,Platný dokument na poshovovací lhůtě,NULL
2019-560,PT/2019-560,Platný dokument na poshovovací lhůtě,NULL
2019-561,PT/2019-561,Platný dokument,NULL
2019-564,PT/2019-564,Platný dokument na poshovovací lhůtě,NULL
2019-565,PT/2019-565,Platný dokument,NULL
2019-577,PT/2019-577,Zaniklý dokument,NULL
2019-583,PT/2019-583,Platný dokument,NULL
2019-584,PT/2019-584,Platný dokument,NULL
2019-585,PT/2019-585,Platný dokument na poshovovací lhůtě,NULL
2019-58,PT/2019-58,Platný dokument,NULL
2019-601,PT/2019-601,Platný dokument na poshovovací lhůtě,NULL
2019-607,PT/2019-607,Platný dokument,NULL
2019-614,PT/2019-614,Platný dokument,NULL
2019-621,PT/2019-621,Platný dokument,NULL
2019-627,PT/2019-627,Platný dokument,NULL
2019-628,PT/2019-628,Platný dokument,NULL
2019-631,PT/2019-631,Platný dokument,NULL
2019-632,PT/2019-632,Platný dokument,NULL
2019-63,PT/2019-63,Platný dokument,NULL
2019-648,PT/2019-648,Zaniklý dokument,NULL
2019-650,PT/2019-650,Zaniklý dokument,NULL
2019-668,PT/2019-668,Zaniklý dokument,NULL
2019-674,PT/2019-674,Negativně ukončený po zveřejněnĂ­,NULL
2019-684,PT/2019-684,Platný dokument,NULL
2019-705912,EP/3749670,Neúčinný EP od počátku,NULL
2019-710587,EP/3765475,Neúčinný EP od počátku,NULL
2019-712116,EP/3749824,Neúčinný EP od počátku,NULL
2019-712598,EP/3645018,Platný dokument,NULL
2019-713,PT/2019-713,Platný dokument,NULL
2019-715027,EP/3774795,Platný dokument,NULL
2019-717,PT/2019-717,Zaniklý dokument,NULL
2019-718,PT/2019-718,Negativně ukončený po zveřejněnĂ­,NULL
2019-723,PT/2019-723,Platný dokument,NULL
2019-728,PT/2019-728,Platný dokument,NULL
2019-731,PT/2019-731,Platný dokument,NULL
2019-732,PT/2019-732,Platný dokument,NULL
2019-736,PT/2019-736,Negativně ukončený po zveřejněnĂ­,NULL
2019-737,PT/2019-737,Platný dokument,NULL
2019-743,PT/2019-743,Platný dokument,NULL
2019-747,PT/2019-747,Zaniklý dokument,NULL
2019-756,PT/2019-756,Platný dokument,NULL
2019-757,PT/2019-757,Platný dokument,NULL
2019-761724,EP/3737498,Neúčinný EP od počátku,NULL
2019-762,PT/2019-762,Platný dokument,NULL
2019-764,PT/2019-764,Zaniklý dokument,NULL
2019-769,PT/2019-769,Platný dokument,NULL
2019-772,PT/2019-772,Platný dokument,NULL
2019-777,PT/2019-777,Platný dokument,NULL
2019-778,PT/2019-778,Platný dokument,NULL
2019-779741,EP/3857204,Neúčinný EP od počátku,NULL
2019-779,PT/2019-779,Platný dokument na poshovovací lhůtě,NULL
2019-784,PT/2019-784,Zaniklý dokument,NULL
2019-786,PT/2019-786,Platný dokument,NULL
2019-788,PT/2019-788,Platný dokument,NULL
2019-789,PT/2019-789,Zaniklý dokument,NULL
2019-793,PT/2019-793,Platný dokument,NULL
2019-794,PT/2019-794,Zaniklý dokument,NULL
2019-796,PT/2019-796,Negativně ukončený po zveřejněnĂ­,NULL
2019-800,PT/2019-800,Platný dokument,NULL
2019-801,PT/2019-801,Platný dokument,NULL
2019-802,PT/2019-802,Zveřejněná přihláška,NULL
2019-803,PT/2019-803,Platný dokument,NULL
2019-804,PT/2019-804,Zveřejněná přihláška,NULL
2019-806,PT/2019-806,Zveřejněná přihláška,NULL
2019-80,PT/2019-80,Negativně ukončený po zveřejněnĂ­,NULL
2019-813,PT/2019-813,Platný dokument,NULL
2019-814,PT/2019-814,Platný dokument,NULL
2019-817943,EP/3891153,Neúčinný EP od počátku,NULL
2019-82,PT/2019-82,Platný dokument,NULL
2019-835228,EP/3870896,Neúčinný EP od počátku,NULL
2019-84,PT/2019-84,Zaniklý dokument,NULL
2019-90,PT/2019-90,Platný dokument,NULL
2019-93,PT/2019-93,Platný dokument,NULL
2020-110,PT/2020-110,Platný dokument,NULL
2020-113,PT/2020-113,Platný dokument,NULL
2020-114,PT/2020-114,Platný dokument,NULL
2020-125,PT/2020-125,Zveřejněná přihláška,NULL
2020-126,PT/2020-126,Platný dokument,NULL
2020-127,PT/2020-127,Platný dokument,NULL
2020-134,PT/2020-134,Platný dokument,NULL
2020-143,PT/2020-143,Zveřejněná přihláška,NULL
2020-144,PT/2020-144,Zveřejněná přihláška,NULL
2020-146,PT/2020-146,Platný dokument,NULL
2020-149,PT/2020-149,Platný dokument,NULL
2020-14,PT/2020-14,Platný dokument,NULL
2020-150,PT/2020-150,Platný dokument,NULL
2020-152,PT/2020-152,Platný dokument,NULL
2020-153,PT/2020-153,Platný dokument,NULL
2020-154,PT/2020-154,Platný dokument,NULL
2020-156,PT/2020-156,Zveřejněná přihláška,NULL
2020-157,PT/2020-157,Platný dokument,NULL
